atomic_id,domain,atomic_subtopic,papers,assessment_modes,prerequisite_atomic_ids,downstream_atomic_ids,external_prerequisite_family,template_family,hooks,base_sequence,asset_formats,delta_slots,research_layers_required,generated_artifacts,quality_gates,monitoring_metrics,evidence_status
CA-20,Calculus,Lagrange multipliers,XE-A and paper-dependent scope,MCQ|MSQ|NAT,CA-16|CA-19,,"algebra, functions, limits and single-variable reasoning",optimization,Decision under a constraint|Visual landscape,hook|visual_landscape|conditions|method_selection|worked_example|second_order_or_boundary_check|recall_prompt,contour_visual|decision_tree|contrast_question,derivative_repair|constraint_translation|method_selection|timed_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
CA-21,Calculus,Double integrals,CE|ME|XE-A,MCQ|MSQ|NAT,CA-16,CA-22,"algebra, functions, limits and single-variable reasoning",integral,Accumulation story|Area or balance intuition,hook|geometric_intuition|rule_or_theorem|worked_example|bounds_or_convergence_check|recall_prompt|timed_check,area_animation|worked_example|answer_entry_check,function_reading|boundary_case|substitution_bridge|timed_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
CA-22,Calculus,Triple integrals,ME and paper-dependent scope,MCQ|MSQ|NAT,CA-21,,"algebra, functions, limits and single-variable reasoning",integral,Accumulation story|Area or balance intuition,hook|geometric_intuition|rule_or_theorem|worked_example|bounds_or_convergence_check|recall_prompt|timed_check,area_animation|worked_example|answer_entry_check,function_reading|boundary_case|substitution_bridge|timed_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
VC-01,Vector Calculus,Vector fields and notation,CE|EE|ME|XE-A,MCQ|MSQ|NAT,,VC-02|VC-03|VC-04|VC-06|VC-08,"multivariable calculus, vectors and coordinate geometry",vector,Field-line intuition|Local-to-global question,hook|geometric_visual|operator_definition|worked_field|theorem_or_identity_check|recall_prompt|mode_variant,vector_field_plot|operator_overlay|theorem_selector,vector_geometry_repair|partial_derivative_repair|theorem_selection|mode_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
VC-02,Vector Calculus,Gradient,CE|EE|ME|XE-A,MCQ|MSQ|NAT,VC-01,VC-05,"multivariable calculus, vectors and coordinate geometry",vector,Field-line intuition|Local-to-global question,hook|geometric_visual|operator_definition|worked_field|theorem_or_identity_check|recall_prompt|mode_variant,vector_field_plot|operator_overlay|theorem_selector,vector_geometry_repair|partial_derivative_repair|theorem_selection|mode_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
VC-03,Vector Calculus,Divergence,CE|EE|ME|XE-A,MCQ|MSQ|NAT,VC-01,VC-05,"multivariable calculus, vectors and coordinate geometry",vector,Field-line intuition|Local-to-global question,hook|geometric_visual|operator_definition|worked_field|theorem_or_identity_check|recall_prompt|mode_variant,vector_field_plot|operator_overlay|theorem_selector,vector_geometry_repair|partial_derivative_repair|theorem_selection|mode_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
VC-04,Vector Calculus,Curl,CE|EE|ME|XE-A,MCQ|MSQ|NAT,VC-01,VC-05,"multivariable calculus, vectors and coordinate geometry",vector,Field-line intuition|Local-to-global question,hook|geometric_visual|operator_definition|worked_field|theorem_or_identity_check|recall_prompt|mode_variant,vector_field_plot|operator_overlay|theorem_selector,vector_geometry_repair|partial_derivative_repair|theorem_selection|mode_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
VC-05,Vector Calculus,Vector identities,CE|EE|ME|XE-A,MCQ|MSQ|NAT,VC-02|VC-03|VC-04,,"multivariable calculus, vectors and coordinate geometry",vector,Field-line intuition|Local-to-global question,hook|geometric_visual|operator_definition|worked_field|theorem_or_identity_check|recall_prompt|mode_variant,vector_field_plot|operator_overlay|theorem_selector,vector_geometry_repair|partial_derivative_repair|theorem_selection|mode_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
VC-06,Vector Calculus,Line integrals,CE|EE|ME|XE-A,MCQ|MSQ|NAT,VC-01,VC-07,"multivariable calculus, vectors and coordinate geometry",vector,Field-line intuition|Local-to-global question,hook|geometric_visual|operator_definition|worked_field|theorem_or_identity_check|recall_prompt|mode_variant,vector_field_plot|operator_overlay|theorem_selector,vector_geometry_repair|partial_derivative_repair|theorem_selection|mode_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
VC-07,Vector Calculus,Green’s theorem,CE|EE|ME|XE-A,MCQ|MSQ|NAT,VC-06,VC-11,"multivariable calculus, vectors and coordinate geometry",vector,Field-line intuition|Local-to-global question,hook|geometric_visual|operator_definition|worked_field|theorem_or_identity_check|recall_prompt|mode_variant,vector_field_plot|operator_overlay|theorem_selector,vector_geometry_repair|partial_derivative_repair|theorem_selection|mode_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
VC-08,Vector Calculus,Surface and volume integrals,CE|EE|ME|XE-A,MCQ|MSQ|NAT,VC-01,VC-09|VC-10,"multivariable calculus, vectors and coordinate geometry",vector,Field-line intuition|Local-to-global question,hook|geometric_visual|operator_definition|worked_field|theorem_or_identity_check|recall_prompt|mode_variant,vector_field_plot|operator_overlay|theorem_selector,vector_geometry_repair|partial_derivative_repair|theorem_selection|mode_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
VC-09,Vector Calculus,Stokes’ theorem,EE|ME|XE-A and branch-dependent scope,MCQ|MSQ|NAT,VC-08,VC-11,"multivariable calculus, vectors and coordinate geometry",vector,Field-line intuition|Local-to-global question,hook|geometric_visual|operator_definition|worked_field|theorem_or_identity_check|recall_prompt|mode_variant,vector_field_plot|operator_overlay|theorem_selector,vector_geometry_repair|partial_derivative_repair|theorem_selection|mode_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
VC-10,Vector Calculus,Gauss/divergence theorem,EE|ME|XE-A and branch-dependent scope,MCQ|MSQ|NAT,VC-08,VC-11,"multivariable calculus, vectors and coordinate geometry",vector,Field-line intuition|Local-to-global question,hook|geometric_visual|operator_definition|worked_field|theorem_or_identity_check|recall_prompt|mode_variant,vector_field_plot|operator_overlay|theorem_selector,vector_geometry_repair|partial_derivative_repair|theorem_selection|mode_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
VC-11,Vector Calculus,Theorem selection across Green/Stokes/Gauss,CE|EE|ME|XE-A,MCQ|MSQ|NAT,VC-07|VC-09|VC-10,,"multivariable calculus, vectors and coordinate geometry",vector,Field-line intuition|Local-to-global question,hook|geometric_visual|operator_definition|worked_field|theorem_or_identity_check|recall_prompt|mode_variant,vector_field_plot|operator_overlay|theorem_selector,vector_geometry_repair|partial_derivative_repair|theorem_selection|mode_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
DE-01,Ordinary Differential Equations,First-order linear equations,CE|EE|ME|XE-A,MCQ|MSQ|NAT,CA-05|CA-11,DE-08|PD-02,"algebra, differentiation, integration and function manipulation",ode,System evolution story|Recognize the equation form,hook|equation_classification|method_decision_tree|step_by_step_solution|initial_or_boundary_check|recall_prompt|timed_check,decision_tree|solution_animation|residual_check,integration_repair|form_recognition|condition_placement|timed_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
DE-02,Ordinary Differential Equations,First-order separable/nonlinear equations,CE|EE|ME|XE-A,MCQ|MSQ|NAT,CA-05|CA-11,DE-08,"algebra, differentiation, integration and function manipulation",ode,System evolution story|Recognize the equation form,hook|equation_classification|method_decision_tree|step_by_step_solution|initial_or_boundary_check|recall_prompt|timed_check,decision_tree|solution_animation|residual_check,integration_repair|form_recognition|condition_placement|timed_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
DE-03,Ordinary Differential Equations,Exact equations,Branch-dependent|especially XE-A/engineering papers,MCQ|MSQ|NAT,,DE-08,"algebra, differentiation, integration and function manipulation",ode,System evolution story|Recognize the equation form,hook|equation_classification|method_decision_tree|step_by_step_solution|initial_or_boundary_check|recall_prompt|timed_check,decision_tree|solution_animation|residual_check,integration_repair|form_recognition|condition_placement|timed_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
DE-04,Ordinary Differential Equations,Homogeneous first-order equations,Branch-dependent,MCQ|MSQ|NAT,,DE-08,"algebra, differentiation, integration and function manipulation",ode,System evolution story|Recognize the equation form,hook|equation_classification|method_decision_tree|step_by_step_solution|initial_or_boundary_check|recall_prompt|timed_check,decision_tree|solution_animation|residual_check,integration_repair|form_recognition|condition_placement|timed_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
DE-05,Ordinary Differential Equations,Higher-order constant-coefficient equations,CE|EE|ME|XE-A,MCQ|MSQ|NAT,CA-05|CA-11,DE-06|DE-07|DE-10|DE-11|DE-12|DE-14|PD-02,"algebra, differentiation, integration and function manipulation",ode,System evolution story|Recognize the equation form,hook|equation_classification|method_decision_tree|step_by_step_solution|initial_or_boundary_check|recall_prompt|timed_check,decision_tree|solution_animation|residual_check,integration_repair|form_recognition|condition_placement|timed_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
